loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,Loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,Occupation ,Borrower_State,EducationLevel,MaritalStatus,Age,Gender,EmploymentStatus,NumberOfDependents,Annual Income,current_month,total_on_time_payments,total_late_payments,avg_payment_delay,current_dpd,mx
4.9E+11,X,OTHER,3.875,358000,18,01/02/12,Apr-12,70,2,31,773,C86,0,769,0,Regional Sales Director,CT,Bachelor's,Married,62,Male,Employed,3,11548.3871,20,14,8,12,,0
8.36E+11,X,OTHER,4.125,230000,12,01/02/12,Apr-12,62,2,21,803,A23,0,788,0,Owner,TX,Bachelor's,Divorced,52,Male,Employed,2,10952.38095,24,17,8,11,14,1
1.5E+11,X,OTHER,3.125,42000,30,01/03/12,May-12,25,2,16,805,B12,0,801,0,Valued Associate,NY,Bachelor's,Single,42,Male,Employed,0,2625,23,18,7,13.428571428571429,,1
3.39E+11,Y,Browning-Hart,4,138000,30,01/02/12,Apr-12,48,1,42,732,A23,0,0,0,production senior lead and cnc programme,MA,Bachelor's,Married,41,Male,Employed,0,3285.714286,2,3,1,7,,0
4.09E+11,Y,"Turner, Baldwin and Rhodes",3.875,225000,30,01/03/12,May-12,70,1,21,805,A23,0,0,0,Records Specialist,NJ,PhD,Single,44,Female,Employed,3,10714.28571,8,6,4,10.5,,0
2.18E+11,X,Browning-Hart,3.875,271000,36,01/02/12,Apr-12,76,2,27,798,B12,0,798,0,Assistant Administrator,VA,Master's,Married,41,Female,Employed,0,10037.03704,11,9,4,16.25,,1
5.05E+11,X,OTHER,4.25,60000,30,01/01/12,Mar-12,86,1,44,770,A23,25,0,0,Nurse Practitioner ,AL,High School,Divorced,22,Female,Self-Employed,4,1363.636364,5,4,3,13.333333333333334,18,1
5.31E+11,Y,Browning-Hart,4.375,323000,6,01/01/12,Mar-12,95,1,35,788,C86,30,0,0,owner,MN,Bachelor's,Single,26,Female,Employed,3,9228.571429,2,1,3,17.333333333333332,,0
1.12E+11,X,OTHER,4,166000,30,01/01/12,Mar-12,80,1,43,746,A23,0,0,0,HR Engineer,MD,PhD,Married,26,Female,Employed,0,3860.465116,13,8,7,14.428571428571429,15,0
1.27E+11,X,OTHER,3.875,71000,6,01/01/12,Mar-12,71,2,36,786,A23,0,783,0,Weld technician,NY,Bachelor's,Married,40,Male,Employed,4,1972.222222,11,10,3,12.333333333333334,,1
3.99E+11,X,OTHER,3.375,39000,12,01/02/12,Apr-12,28,1,38,666,B12,0,0,0,Design pilot,GA,Bachelor's,Married,18,Female,Employed,0,1026.315789,6,6,2,13,,1
3.63E+11,Y,Browning-Hart,4.375,240000,12,01/01/12,Mar-12,79,2,37,712,A23,0,691,0,Engineer,CA,Bachelor's,Divorced,47,Male,Employed,3,6486.486486,6,7,1,17,,1
6.36E+11,Z,"Turner, Baldwin and Rhodes",3.25,320000,12,01/02/12,Apr-12,41,2,32,791,A23,0,807,0,Front-End Developer,TX,Bachelor's,Single,48,Male,Employed,4,10000,14,11,5,12.8,,1
2.69E+11,X,OTHER,3.875,190000,30,01/02/12,Apr-12,80,2,15,792,A23,0,796,0,Engineer,CA,PhD,Married,55,Female,Self-Employed,5,12666.66667,15,13,4,13,,1
5.44E+11,X,OTHER,4,138000,18,01/03/12,May-12,90,2,35,790,C86,25,710,0,Contracting pilot,ME,High School,Married,40,Female,Employed,2,3942.857143,18,15,5,11.6,10,1
4.53E+11,X,OTHER,3.125,150000,12,01/03/12,May-12,39,1,37,680,B12,0,0,0,Supervisor,CA,Bachelor's,Divorced,43,Female,Self-Employed,2,4054.054054,21,14,9,9.777777777777779,,0
3.56E+11,X,Browning-Hart,3.875,263000,18,01/01/12,Mar-12,44,2,20,799,A23,0,804,0,Customer Support Technician,IL,PhD,Married,38,Female,Self-Employed,0,13150,24,16,9,10.666666666666666,,0
2.17E+11,Y,"Miller, Mcclure and Allen",3.99,267000,24,01/01/12,Mar-12,79,2,39,765,B12,0,782,0,Letter carrier,MI,Doctorate,Married,35,Female,Self-Employed,1,6846.153846,2,3,1,16,16,1
5.08E+11,Y,"Martinez, Duffy and Bird",4,308000,6,01/02/12,Apr-12,63,2,43,816,A23,0,774,0,Software Architect,IL,PhD,Married,18,Female,Employed,2,7162.790698,2,2,2,9,,0
5.39E+11,X,OTHER,4.25,143000,12,01/01/12,Mar-12,65,1,25,798,C86,0,0,0,Bay Area Distribution Coordinator,CA,Bachelor's,Single,43,Male,Employed,5,5720,6,4,4,10.75,12,1
8.09E+11,Y,Browning-Hart,4.25,106000,18,01/01/12,Mar-12,75,1,38,807,A23,0,0,0,pilot,FL,Bachelor's,Single,45,Male,Employed,0,2789.473684,24,16,9,12.11111111111111,,1
5.49E+11,X,"Swanson, Newton and Miller",4.25,169000,12,01/02/12,Apr-12,80,1,33,792,A23,0,0,0,Senior Underwriter,NY,High School,Married,31,Female,Employed,1,5121.212121,17,15,4,11.25,,1
8.23E+11,Z,"Cole, Brooks and Vincent",3.99,450000,24,01/02/12,Apr-12,70,1,50,794,A23,0,0,0,Engineer,CA,High School,Single,41,Male,Employed,0,9000,14,11,5,12.2,7,0
6.14E+11,X,OTHER,3.99,131000,6,01/03/12,May-12,92,1,44,752,A23,30,0,0,General Engineer,NY,Bachelor's,Married,47,Female,Self-Employed,0,2977.272727,2,1,3,13,,0
9.36E+11,X,OTHER,3.875,414000,18,01/01/12,Mar-12,97,2,33,775,C86,30,770,0,Client Service Associate,FL,High School,Single,30,Male,Employed,1,12545.45455,14,7,9,11.88888888888889,13,0
1.36E+11,Y,Browning-Hart,3.875,124000,12,01/02/12,Apr-12,80,1,16,761,C86,0,0,0,Commercial Engineer,NY,Doctorate,Married,41,Male,Employed,4,7750,8,7,3,16,16,1
5.41E+11,Z,OTHER,3.99,199000,12,01/02/12,Apr-12,63,2,41,769,B12,0,789,0,pilot,TX,PhD,Married,32,Female,Employed,2,4853.658537,23,18,7,12.857142857142858,7,1
1.9E+11,X,Browning-Hart,4,383000,30,01/02/12,Apr-12,84,2,32,755,A23,12,751,0,Sales Associate,CA,PhD,Single,43,Male,Employed,0,11968.75,11,12,1,7,,1
3.61E+11,X,OTHER,3.25,219000,18,01/01/12,Mar-12,60,2,42,685,B12,0,743,0,Carrier,OH,High School,Divorced,46,Female,Employed,3,5214.285714,16,9,9,11.222222222222221,10,1
3.66E+11,Y,Edwards-Hoffman,3.875,155000,24,01/01/12,Mar-12,80,2,18,806,A23,0,801,0,controller,PA,PhD,Married,31,Female,Self-Employed,3,8611.111111,8,8,2,15.5,,0
8.63E+11,X,OTHER,3.875,69000,36,01/03/12,May-12,79,1,31,734,A23,0,0,0,Senior Account Clerk,FL,PhD,Single,26,Other,Unemployed,1,2225.806452,8,3,7,11.428571428571429,7,1
8.78E+11,Y,"Cole, Brooks and Vincent",4.125,310000,36,01/01/12,Mar-12,62,2,45,805,A23,0,768,0,Operations Engineer,NY,Bachelor's,Single,53,Female,Employed,1,6888.888889,5,5,2,14,,1
8.59E+11,X,Browning-Hart,4,404000,36,01/02/12,Apr-12,33,2,41,799,A23,0,792,0,Tankerman,CA,PhD,Married,26,Female,Self-Employed,2,9853.658537,3,4,1,11,,1
1.99E+11,X,OTHER,3.875,223000,18,01/01/12,Mar-12,73,2,38,806,B12,0,809,0,President,KS,High School,Married,34,Male,Employed,0,5868.421053,23,13,12,12.666666666666666,,1
9.23E+11,X,OTHER,3.5,292000,24,01/02/12,Apr-12,48,1,36,772,A23,0,0,0,bakery Engineer,TX,High School,Single,35,Male,Employed,2,8111.111111,21,13,10,9.9,7,1
3.33E+11,Y,OTHER,4.75,164000,36,01/02/12,Apr-12,80,2,41,647,A23,0,670,0,investment adviser,NC,PhD,Married,20,Female,Self-Employed,2,4000,13,12,3,12,,1
7.62E+11,X,"Swanson, Newton and Miller",3.625,240000,12,01/02/12,Apr-12,74,2,21,803,B12,0,781,0,Director of Operations,NC,High School,Single,45,Male,Employed,4,11428.57143,7,5,4,11.5,13,1
7.36E+11,X,OTHER,3.875,184000,30,01/02/12,Apr-12,80,1,27,818,C86,0,0,0,Professor,MO,High School,Married,58,Male,Employed,0,6814.814815,8,7,3,8.333333333333334,9,0
8.49E+11,X,OTHER,3.75,417000,12,01/03/12,May-12,75,2,34,807,C86,0,801,0,Coordinator for Student Programming ,CA,PhD,Married,18,Female,Employed,0,12264.70588,17,17,2,7.5,,1
9.35E+11,Z,Browning-Hart,3.75,210000,6,01/03/12,May-12,85,2,18,774,C86,6,773,0,Forklift driver,FL,Master's,Married,49,Male,Employed,4,11666.66667,1,2,1,11,11,1
2.91E+11,X,OTHER,3.5,172000,12,01/02/12,Apr-12,75,2,33,786,A23,0,789,0,Teacher,MD,Master's,Married,18,Male,Employed,0,5212.121212,21,17,6,12.666666666666666,,1
2.96E+11,X,OTHER,3,200000,30,01/01/12,Mar-12,74,2,25,787,A23,0,780,0,Computer Support Specialist,TX,High School,Married,50,Other,Self-Employed,0,8000,13,10,5,15.4,,1
8.6E+11,Y,Browning-Hart,4.625,100000,24,01/02/12,Apr-12,48,1,37,791,C86,0,0,0,"VP, Discovery & Design",TX,High School,Single,19,Female,Employed,2,2702.702703,1,2,1,16,16,1
6.59E+11,X,"Swanson, Newton and Miller",4.75,93000,6,01/02/12,Apr-12,85,1,26,728,B12,6,0,0,Owner,CA,PhD,Divorced,21,Female,Employed,1,3576.923077,15,14,3,13.666666666666666,15,1
5.9E+11,Y,Browning-Hart,4,128000,30,01/01/12,Mar-12,80,1,34,786,A23,0,0,0,Quality pilot,GA,PhD,Married,35,Male,Employed,1,3764.705882,22,17,7,14,,0
9.47E+11,Y,Edwards-Hoffman,3.99,199000,18,01/02/12,Apr-12,76,2,25,762,B12,0,784,0,Creamiest/ dental tech,PA,PhD,Married,37,Female,Employed,1,7960,16,11,7,12.142857142857142,,0
3.43E+11,X,OTHER,3.5,125000,30,01/01/12,Mar-12,79,1,44,758,B12,0,0,0,pilot,NH,High School,Single,18,Other,Unemployed,4,2840.909091,16,12,6,14.5,11,1
4.16E+11,Y,Browning-Hart,4,193000,12,01/01/12,Mar-12,55,2,27,784,B12,0,780,0,Medical assistant ,TN,Bachelor's,Married,58,Female,Self-Employed,4,7148.148148,17,15,4,15.5,19,1
9.37E+11,X,OTHER,3,48000,6,01/02/12,Apr-12,33,2,29,787,B12,0,713,0,Executive,IL,High School,Single,40,Male,Employed,3,1655.172414,21,20,3,10,,1
2.58E+11,Y,Browning-Hart,4.375,98000,18,01/01/12,Feb-12,80,2,48,797,C86,0,801,0,pilot,MI,Bachelor's,Married,38,Female,Employed,3,2041.666667,16,11,7,9.714285714285714,,1
6.13E+11,X,OTHER,4.125,244000,18,01/02/12,Apr-12,75,2,25,757,C86,0,755,0,Realtor,CA,Master's,Married,32,Other,Self-Employed,3,9760,10,8,4,14.5,,1
1.24E+11,X,OTHER,3,154000,30,01/01/12,Mar-12,52,2,36,807,A23,0,780,0,Direct support aide,FL,PhD,Single,43,Male,Employed,1,4277.777778,15,10,7,14.285714285714286,,1
7.3E+11,Z,OTHER,3.875,91000,12,01/03/12,May-12,61,1,15,757,A23,0,0,0,Machine Worker,PA,Bachelor's,Single,48,Female,Employed,2,6066.666667,24,13,12,11.916666666666666,6,0
1.98E+11,Z,OTHER,4.125,402000,6,01/01/12,Mar-12,38,1,33,792,A23,0,0,0,IT Application Support ,AL,Bachelor's,Married,45,Female,Employed,3,12181.81818,0,0,2,11,0,0
1.31E+11,Z,OTHER,3.625,101000,18,01/01/12,Mar-12,70,2,43,798,C86,0,812,0,General Engineer,PA,Bachelor's,Single,35,Male,Employed,1,2348.837209,15,14,3,13.666666666666666,,1
1.3E+11,Y,"Turner, Baldwin and Rhodes",3.875,227000,18,01/02/12,Apr-12,77,1,25,781,A23,0,0,0,PA V,IL,Bachelor's,Married,34,Female,Employed,2,9080,24,21,4,10,,1
5.55E+11,X,"Swanson, Newton and Miller",3.375,192000,24,01/02/12,Apr-12,46,2,12,770,B12,0,770,0,Project Engineer,CA,PhD,Divorced,34,Male,Employed,2,16000,19,15,6,12.333333333333334,5,1
8.31E+11,X,Browning-Hart,3.375,115000,18,01/01/12,Mar-12,52,1,15,763,A23,0,0,0,sous chef,CA,Master's,Single,49,Other,Unemployed,1,7666.666667,1,1,2,6.5,5,0
3.36E+11,X,Browning-Hart,4,185000,24,01/02/12,Apr-12,80,2,13,789,C86,0,790,0,Technical Architect,NJ,High School,Single,51,Female,Self-Employed,1,14230.76923,23,17,8,11.625,,1
4.39E+11,Y,OTHER,4.125,144000,30,01/02/12,Apr-12,80,2,22,776,A23,0,781,0,pt assistant,CO,High School,Divorced,31,Female,Self-Employed,1,6545.454545,9,8,3,10.666666666666666,15,1
3.46E+11,Y,Browning-Hart,5,70000,30,01/01/12,Mar-12,80,2,38,805,C86,0,812,0,contractor Cashier - Garden,NC,PhD,Married,24,Female,Self-Employed,0,1842.105263,6,4,4,12,17,1
2.04E+11,X,"Martinez, Duffy and Bird",3.775,272000,36,01/02/12,Apr-12,80,1,20,790,C86,0,0,0,Underwriting Services,GA,High School,Single,34,Female,Self-Employed,3,13600,6,7,1,20,,1
2.92E+11,Z,"Miller, Mcclure and Allen",3.25,250000,36,01/02/12,Apr-12,47,2,13,806,A23,0,816,0,Call Center Supervisor,AZ,PhD,Married,38,Male,Employed,0,19230.76923,19,14,7,13.142857142857142,20,1
2.2E+11,X,OTHER,3.375,220000,36,01/03/12,May-12,65,2,31,734,B12,0,753,0,food service,CA,Master's,Married,30,Male,Employed,0,7096.774194,4,2,4,13.75,,1
3.17E+11,X,Browning-Hart,3.375,46000,24,01/03/12,May-12,60,2,23,687,A23,0,711,0,RN case Engineer,TN,High School,Divorced,38,Female,Employed,0,2000,4,5,1,18,18,1
3.56E+11,X,OTHER,3.875,206000,24,01/03/12,May-12,80,2,19,809,A23,0,806,0,Wealth Management Associate,CT,Master's,Married,47,Male,Employed,2,10842.10526,0,1,1,12,0,0
4.31E+11,X,OTHER,4.75,138000,6,01/01/12,Mar-12,80,2,23,769,C86,0,775,0,Designer,TX,Bachelor's,Married,51,Other,Unemployed,2,6000,16,14,4,11.5,18,1
8.98E+11,Y,Browning-Hart,3.875,486000,30,01/01/12,Mar-12,79,1,44,708,A23,0,0,0,Airport operations,OR,High School,Married,40,Other,Self-Employed,1,11045.45455,18,14,6,12.5,,1
4.85E+11,X,OTHER,4.25,172000,30,01/02/12,Apr-12,63,2,30,743,A23,0,733,0,Medical Coder ,AZ,High School,Married,52,Male,Employed,4,5733.333333,3,4,1,6,,1
4.78E+11,X,OTHER,3,156000,30,01/03/12,May-12,71,2,36,696,A23,0,782,0,Software Developer,CA,Bachelor's,Single,43,Female,Employed,1,4333.333333,12,11,3,11,,1
3.63E+11,X,OTHER,3.375,220000,24,01/01/12,Mar-12,35,2,13,751,C86,0,709,0,Business Banking Specialist,NC,PhD,Single,51,Female,Self-Employed,1,16923.07692,23,17,8,13,5,1
8.33E+11,X,"Martinez, Duffy and Bird",3.46,139000,24,01/02/12,Apr-12,65,2,26,780,B12,0,772,0,Owner,MA,Master's,Single,59,Female,Self-Employed,2,5346.153846,0,1,1,11,0,0
7.77E+11,X,OTHER,4.375,256000,30,01/01/12,Mar-12,80,2,18,803,A23,0,750,0,Executive Director,NY,PhD,Single,34,Female,Self-Employed,0,14222.22222,7,1,8,10.125,8,0
9.31E+11,X,OTHER,5.375,90000,36,01/01/12,Mar-12,75,2,30,756,A23,0,749,0,Financial Representative ,CA,High School,Married,41,Female,Self-Employed,3,3000,11,9,4,10.5,,1
4.08E+11,Y,Browning-Hart,4,339000,36,01/02/12,Apr-12,80,1,39,786,C86,0,0,0,Infrastructure Administrator,NY,Master's,Married,38,Male,Employed,0,8692.307692,9,6,5,13.4,16,0
5.79E+11,X,Browning-Hart,3.75,103000,12,01/01/12,Mar-12,72,2,28,721,B12,0,799,0,Packing,KS,Master's,Divorced,33,Male,Employed,1,3678.571429,3,3,2,18,19,1
9.96E+11,Z,Browning-Hart,3.875,344000,6,01/02/12,Apr-12,42,2,43,785,A23,0,784,0,Engineer,PA,Bachelor's,Divorced,23,Male,Employed,0,8000,7,6,3,12.333333333333334,,1
2.06E+11,X,"Miller, Mcclure and Allen",4.25,415000,30,01/02/12,Apr-12,80,2,26,746,A23,0,774,0,Senior Asscoiate,NJ,High School,Single,35,Female,Employed,2,15961.53846,8,5,5,15.2,15,1
5.4E+11,Y,Browning-Hart,3.875,270000,18,01/02/12,Apr-12,36,2,35,757,A23,0,766,0,Bus Driver,NY,High School,Married,38,Female,Self-Employed,0,7714.285714,22,19,5,13.4,,1
8.14E+11,X,Browning-Hart,4.125,166000,6,01/02/12,Apr-12,59,1,42,689,A23,0,0,0,Attorney,AZ,PhD,Married,44,Female,Employed,0,3952.380952,11,10,3,10.666666666666666,14,1
7.38E+11,X,"Martinez, Duffy and Bird",3.28,177000,18,01/01/12,Mar-12,55,2,24,823,A23,0,804,0,Supervisor,NM,High School,Single,32,Male,Employed,0,7375,14,11,5,11.4,,1
7.7E+11,Z,"Miller, Mcclure and Allen",4.5,85000,30,01/01/12,Mar-12,80,2,15,804,B12,0,710,0,pilot,PA,High School,Married,64,Female,Self-Employed,2,5666.666667,3,4,1,17,,1
8.68E+11,Y,"Turner, Baldwin and Rhodes",3.5,459000,30,01/02/12,Apr-12,36,2,38,755,A23,0,772,0,CSR,NJ,PhD,Single,18,Female,Self-Employed,4,12078.94737,13,10,5,12.4,,0
8.77E+11,X,OTHER,3.375,137000,6,01/02/12,Apr-12,58,2,27,779,A23,0,801,0,specialist ,OH,Bachelor's,Divorced,45,Other,Self-Employed,1,5074.074074,2,2,2,12,,0
8.78E+11,Y,Browning-Hart,4,417000,18,01/02/12,Apr-12,94,1,41,766,C86,30,0,0,Regional Vice President,FL,High School,Single,55,Male,Employed,0,10170.73171,17,13,6,12,20,1
5.49E+11,Y,OTHER,3.875,119000,24,01/02/12,Apr-12,80,1,22,802,C86,0,0,0,Registered Nurse,FL,Bachelor's,Single,35,Female,Self-Employed,2,5409.090909,17,11,8,12.625,20,0
9.46E+11,X,OTHER,3.875,96000,12,01/01/12,Mar-12,80,1,33,681,C86,0,0,0,Rph,NY,Bachelor's,Single,42,Male,Employed,2,2909.090909,7,4,5,11.4,,1
9.54E+11,X,OTHER,4.25,180000,12,01/03/12,May-12,85,2,34,727,A23,30,803,0,Operations Technition ,MD,Doctorate,Divorced,44,Female,Employed,2,5294.117647,1,1,2,15.5,18,0
3.56E+11,Y,Browning-Hart,3.875,417000,18,01/02/12,Apr-12,59,2,47,803,C86,0,790,0,financial clearance,IL,High School,Single,27,Male,Employed,1,8872.340426,5,2,5,12.8,10,1
6.89E+11,X,OTHER,4.625,189000,6,01/01/12,Apr-12,75,1,43,804,A23,0,0,0,Account Engineer,CA,Bachelor's,Married,26,Male,Employed,0,4395.348837,20,13,9,12.11111111111111,12,1
5.36E+11,X,"Swanson, Newton and Miller",4.5,257000,18,01/01/12,Mar-12,80,2,35,743,B12,0,738,0,Architectural Drafter,PA,High School,Single,33,Female,Self-Employed,0,7342.857143,23,17,8,11.875,12,0
7.05E+11,Y,OTHER,3.875,90000,12,01/02/12,Apr-12,64,1,38,790,B12,0,0,0,Support staff,MS,High School,Married,30,Female,Self-Employed,2,2368.421053,23,18,7,10.285714285714286,,1
8.73E+11,Z,OTHER,4.625,90000,24,01/02/12,Apr-12,65,1,37,661,B12,0,0,0,Data Architect,MN,Bachelor's,Single,49,Other,Unemployed,0,2432.432432,3,1,4,13.25,18,0
3.06E+11,Z,"Sanchez, Hays and Wilkerson",3.75,295000,36,01/03/12,May-12,54,1,48,813,A23,0,0,0,Right of Way Manager,NY,Doctorate,Single,41,Female,Self-Employed,4,6145.833333,14,10,6,12.333333333333334,,1
1.12E+11,X,Browning-Hart,4,370000,12,01/02/12,Apr-12,78,2,21,801,A23,0,799,0,probate specialist,UT,Master's,Married,42,Male,Employed,0,17619.04762,11,5,8,11,15,0
6.32E+11,X,OTHER,3.875,126000,6,01/03/12,May-12,95,2,35,745,A23,30,777,0,IT Engineer,ME,Master's,Married,41,Male,Employed,3,3600,12,6,8,11.125,,0
5.26E+11,X,OTHER,3.25,114000,18,01/01/12,Mar-12,74,1,28,756,B12,0,0,0,Technology Management,CT,Master's,Single,44,Female,Employed,2,4071.428571,4,4,2,13.5,,1
3.56E+11,X,Browning-Hart,4,235000,12,01/01/12,Mar-12,42,1,38,800,A23,0,0,0,inspector ,VA,Bachelor's,Divorced,54,Female,Self-Employed,2,6184.210526,16,9,9,11.555555555555555,17,0
5.5E+11,X,OTHER,3.75,417000,18,01/01/12,Mar-12,60,2,27,798,B12,0,789,0,Senior Sales Consultant,NC,High School,Single,50,Male,Employed,3,15444.44444,3,4,1,8,8,1
7.74E+11,X,OTHER,3.375,126000,30,01/01/12,Mar-12,29,2,10,741,A23,0,805,0,Hygienist ,CA,Bachelor's,Married,18,Male,Employed,3,12600,18,14,6,12,8,1
8.78E+11,Y,OTHER,3.75,100000,24,01/03/12,May-12,80,1,36,730,C86,0,0,0,Pressman,CA,Bachelor's,Married,41,Other,Self-Employed,4,2777.777778,15,15,2,14,,1
7.97E+11,Y,Browning-Hart,4.25,121000,36,01/02/12,Apr-12,95,1,45,777,C86,30,0,0,Owner,MI,PhD,Single,33,Female,Self-Employed,0,2688.888889,7,7,2,19,,0
7.14E+11,X,OTHER,3.75,190000,36,01/01/12,Mar-12,53,2,19,808,A23,0,809,0,Police pilot,MA,Bachelor's,Single,20,Male,Employed,0,10000,9,9,2,9,,1
6.6E+11,X,OTHER,4,213000,24,01/01/12,Mar-12,79,2,37,758,B12,0,741,0,pilot,NY,PhD,Single,26,Male,Employed,2,5756.756757,9,10,1,5,,0
6.91E+11,Y,OTHER,4,156000,18,01/02/12,Apr-12,79,2,33,795,B12,0,760,0,Professor,OH,High School,Married,58,Male,Employed,1,4727.272727,5,5,2,14,,0
9.4E+11,X,Browning-Hart,4.375,625000,24,01/01/12,Mar-12,57,2,39,769,A23,0,759,0,Coach Driver,IL,High School,Married,59,Female,Self-Employed,3,16025.64103,15,12,5,15.4,,1
1.74E+11,Y,Browning-Hart,4,395000,6,01/02/12,Apr-12,80,2,39,765,C86,0,754,0,Controller,OH,Master's,Married,42,Female,Self-Employed,2,10128.20513,15,11,6,12.666666666666666,7,1
7.3E+11,X,Browning-Hart,3.25,204000,6,01/02/12,Apr-12,80,2,32,755,A23,0,752,0,administrative Assistance,OH,PhD,Single,32,Male,Employed,0,6375,22,17,7,14.428571428571429,,1
9.52E+11,Y,Browning-Hart,4,180000,24,01/02/12,Apr-12,75,2,35,754,A23,0,788,0,cook,SC,Doctorate,Divorced,31,Other,Self-Employed,4,5142.857143,21,20,3,11,,1
6.73E+11,X,Browning-Hart,4.25,100000,36,01/02/12,Apr-12,52,1,41,805,B12,0,0,0,Medicare Billing,LA,PhD,Single,39,Female,Employed,2,2439.02439,24,20,5,15.4,,1
5.93E+11,X,Richardson Ltd,4,176000,18,01/01/12,Mar-12,80,2,21,820,A23,0,816,0,checker,TX,Bachelor's,Married,37,Female,Self-Employed,0,8380.952381,24,19,6,12.5,,1
5.19E+11,Y,Browning-Hart,4.375,104000,12,01/01/12,Mar-12,80,2,26,808,C86,0,813,0,sales,AZ,Master's,Married,36,Other,Unemployed,0,4000,5,5,2,17.5,20,1
1.65E+11,Y,Browning-Hart,4.125,360000,18,01/02/12,Apr-12,80,2,34,761,B12,0,745,0,Production Engineer,AZ,PhD,Single,61,Male,Employed,5,10588.23529,13,8,7,15,,0
6.48E+11,X,OTHER,4.125,211000,18,01/02/12,Apr-12,85,1,24,778,A23,6,0,0,machine operator,IL,Bachelor's,Single,31,Male,Employed,0,8791.666667,3,5,0,0,,1
4.73E+11,X,OTHER,3.75,84000,12,01/03/12,May-12,39,1,44,731,A23,0,0,0,regional truck driver,NY,PhD,Married,44,Female,Employed,1,1909.090909,24,20,5,14,,1
7.89E+11,X,OTHER,4.375,196000,12,01/02/12,Apr-12,80,1,39,723,C86,0,0,0,Teacher,NJ,PhD,Married,49,Other,Self-Employed,1,5025.641026,23,12,13,13.76923076923077,,1
6E+11,X,Browning-Hart,4,425000,36,01/02/12,Apr-12,46,2,38,705,A23,0,732,0,Hostess/Server,SC,Bachelor's,Married,52,Male,Employed,0,11184.21053,18,15,5,15.2,20,1
6.31E+11,Z,Browning-Hart,3.75,263000,12,01/02/12,Apr-12,77,1,42,764,A23,0,0,0,accounts receivable analyst,OK,Bachelor's,Single,41,Female,Self-Employed,0,6261.904762,10,8,4,12.25,,0
1.87E+11,Z,Browning-Hart,3.5,417000,36,01/02/12,May-12,60,2,12,789,B12,0,780,0,Military pilot,MO,Doctorate,Married,42,Female,Self-Employed,3,34750,20,16,6,10.5,,1
1.16E+11,X,"Swanson, Newton and Miller",4,98000,24,01/01/12,Mar-12,34,1,26,774,B12,0,0,0,Supervisor,PA,High School,Divorced,39,Other,Self-Employed,2,3769.230769,10,7,5,12,8,1
5.34E+11,X,OTHER,4.375,243000,18,01/01/12,Mar-12,64,2,17,799,A23,0,794,0,Purchasing Manager,DC,PhD,Married,48,Female,Employed,0,14294.11765,9,8,3,11.333333333333334,11,1
8.06E+11,X,Richardson Ltd,3.875,191000,18,01/01/12,Mar-12,65,1,20,795,B12,0,0,0,Product Management Business Consultant,IL,PhD,Single,51,Other,Unemployed,3,9550,1,2,1,11,11,1
4.36E+11,Y,Browning-Hart,4.875,187000,12,01/02/12,Apr-12,80,1,19,775,C86,0,0,0,aircraft mechanic,FL,High School,Married,34,Male,Employed,2,9842.105263,18,15,5,15,,0
7.41E+11,Z,Suarez Inc,3.2,107000,12,01/02/12,Apr-12,56,2,24,793,A23,0,760,0,pilot,MA,Bachelor's,Married,46,Male,Employed,1,4458.333333,18,13,7,12.142857142857142,18,0
5.63E+11,X,OTHER,3.375,174000,6,01/03/12,May-12,28,2,14,767,A23,0,788,0,Teacher,MD,Master's,Married,60,Male,Employed,2,12428.57143,11,10,3,14.333333333333334,,1
2.63E+11,X,OTHER,3.375,286000,36,01/01/12,Mar-12,45,2,36,740,B12,0,741,0,Dental ASST,CA,Bachelor's,Married,34,Male,Employed,1,7944.444444,24,17,8,12.5,18,1
8.72E+11,Z,Nicholson Group,3.875,417000,30,01/02/12,Apr-12,87,2,22,786,C86,25,783,0,Associate Health and Safety Specialist,TX,Bachelor's,Single,48,Female,Self-Employed,2,18954.54545,14,11,5,14.6,,1
5.23E+11,X,Browning-Hart,3.75,91000,18,01/01/12,Mar-12,59,2,42,802,A23,0,812,0,HRIS Analyst,CA,High School,Married,33,Female,Self-Employed,1,2166.666667,20,16,6,12,,0
7.73E+11,Y,Browning-Hart,4.5,248000,12,01/02/12,Apr-12,80,2,46,775,C86,0,692,0,pilot,IN,PhD,Divorced,25,Male,Employed,2,5391.304348,6,5,3,8,,0
8.68E+11,X,OTHER,3.75,123000,12,01/01/12,Mar-12,65,2,16,791,A23,0,784,0,PROFESSIONAL REGISTERED NURSE,NJ,PhD,Single,41,Male,Employed,2,7687.5,24,20,5,12.6,8,1
1.38E+11,Y,Browning-Hart,4,324000,24,01/02/12,Apr-12,75,1,44,817,A23,0,0,0,firefighter ,SC,Doctorate,Married,51,Female,Self-Employed,4,7363.636364,9,7,4,9.75,12,1
3.66E+11,Z,Browning-Hart,3.875,279000,18,01/01/12,Mar-12,70,1,36,797,A23,0,0,0,Operations Engineer,CA,Bachelor's,Married,20,Male,Employed,0,7750,5,3,4,8.75,9,1
